   -5.000000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.998000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.996000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.994000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.992000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.990000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.988000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.986000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.984000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.982000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.980000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.978000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.976000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.974000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.972000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.970000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.968000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.966000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.964000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.962000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.960000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.958000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.956000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.954000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.952000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.950000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.948000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.946000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.944000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.942000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.940000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.938000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.936000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.934000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.932000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.930000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
   -4.928000000000000E+00    1.000000000000000E+00    0.000000000000000E+00    1.000000000000000E+00    2.500000000000000E+00
